Visual Apparent Magnitude of the Star,Distance Between the Star and the Earth,Standard Error of star ad earth,B-V color index,Spectral type,Absolute Magnitude of the Star,star
9.8,13.35,1.18,0.73,G8V,20.427406,Gaint
6.81,2.57,0.65,1.267,K1III,13.859665,Dwarf
7.46,4.16,0.93,0.063,A0/A1V,15.555467,Gaint
9.38,4.73,1.54,1.23,K2III,17.754307,Dwarf
4.69,79.08,0.9,0.63,G0V,19.180332,Gaint
9.4,8.61,1,0.567,F6V,19.075016,Gaint
8.73,5.03,0.95,0.205,A0/A1IVp...,17.237839,Gaint
6.82,6.73,0.7,1.238,K3III,15.960075,Dwarf
5.75,26.83,0.96,0.443,F5V+...,17.893105,Gaint
8.56,1.37,1,1.972,K7III,14.243603,Dwarf
8.91,3.66,1.3,0.077,A1/A2V:,16.727406,Gaint
8.56,8.27,0.97,0.549,F7V,18.147528,Gaint
8.61,1.73,0.7,1.364,K3III,14.80023,Dwarf
9.35,3.59,0.9,0.521,F5/F6IV/V,17.125473,Gaint
8.27,14.86,1.1,0.652,G3V,19.130095,Gaint
8,36.16,1,0.78,K1V,20.791142,Gaint
8.29,6.07,1.61,1.268,K1III,17.205944,Dwarf
6.97,5.66,0.78,1.163,K2IIICN...,15.734081,Dwarf
6,-0.09,0.68,0.04,B1Ib/II,5.7712126,Dwarf
9.5,2.85,1.58,0.408,F0V,16.774223,Gaint
7.96,1.5,1.09,-0.162,B3V,13.840456,Gaint
9.65,6.82,1.73,1.161,K2III,18.81892,Dwarf
7.26,4,0.59,1.029,G8III,15.270301,Dwarf
9.43,2.2,3.82,0.46,F2V,16.142113,Gaint
8.04,1.18,1.04,1.442,K1III,13.39941,Dwarf
7.3,4.29,0.99,1.488,K5III,15.462287,Dwarf
6.05,27.51,0.86,0.447,F6Vawvar,18.247452,Gaint
6.59,3.14,0.62,1.319,K3III,14.074648,Dwarf
6.38,12.24,0.56,0.295,F0IIIn,16.818909,Dwarf
8.84,4.86,0.92,0.033,A0V,17.273182,Gaint
8.17,10,1.03,0.757,G5IV + G5IV,18.17,Gaint
8.23,2.71,1.04,1.374,K5III,15.394846,Dwarf
9.58,-1.56,1.55,0.11,B8III,15.545623,Dwarf
9.18,6.15,1.49,1.014,G8IV,18.124376,Gaint
9.24,1.82,1.65,0.028,B6V:,15.540357,Gaint
7.5,1.91,0.92,2.009,M0/M1III,13.905167,Dwarf
7.86,9.61,0.98,0.359,F3IV/V,17.773617,Gaint
8.62,7.25,0.92,0.506,F6/F7V,17.92169,Gaint
8.81,2.39,1.41,1.322,K2III,15.70199,Dwarf
5.21,4.78,0.7,1.538,K4III,13.60714,Dwarf
8.24,6.51,1,0.338,A5IV:+...,17.307905,Gaint
9.12,5.61,1.79,0.43,F3V,17.864815,Gaint
8.6,1.63,1.12,1.197,K1III,14.660938,Dwarf
5.57,15.02,0.51,0.118,A2V,16.45335,Gaint
8.36,2.46,1.1,1.546,K3III,15.314675,Dwarf
6.54,1.5,0.58,-0.095,B1/B2III,12.420456,Dwarf
8.39,9.4,0.68,0.369,F2IV/V,18.255638,Gaint
8.91,7.96,1.04,0.6,G3V,18.414566,Gaint
8.66,1.31,0.85,0.051,B5V,14.246357,Gaint
8.2,5.49,1.15,0.461,F3V,16.897861,Gaint
9.41,7.75,1.45,0.466,F6V,18.856508,Gaint
8.55,3.62,0.91,-0.003,A0V,16.343544,Gaint
7.27,5.39,0.92,1.168,K1III,15.927944,Dwarf
7.64,11.69,0.64,0.524,F5/F6V,17.97907,Gaint
9.96,5.64,1.57,1.16,B9III,18.716396,Dwarf
8.23,6.18,1.07,0.515,F5V,17.184942,Gaint
8.32,0.23,0.75,1.567,K4III,10.128639,Dwarf
7.93,3.33,0.71,1.097,K0III,15.542221,Dwarf
8.79,1.33,1.09,0.984,K0III,14.409258,Dwarf
8.54,0.02,0.98,1.575,K4III,5.04515,Dwarf
8.06,5.89,3.59,0.015,A0III:,16.910576,Dwarf
5.88,9.13,0.66,0.985,K0III:,15.682354,Dwarf
8.72,1.33,1.13,0.158,B2V:pe,14.339258,Gaint
8.19,16.97,0.69,0.631,G2V,19.33841,Gaint
9.68,5.97,1.4,0.99,K2V,18.559872,Gaint
8.53,2.77,1.18,1.118,G8III,15.742399,Dwarf
7.54,4.69,0.63,1.41,K4III,15.8958645,Dwarf
6.08,47.72,0.77,0.705,G5V,19.473503,Gaint
9.43,6.4,1.44,0.442,F3V,18.4609,Gaint
7.59,2.6,0.92,1.3,K1III,14.664867,Dwarf
8.32,4.18,1.09,1.36,K4III,16.42588,Dwarf
8.5,9.83,1.08,0.531,F6V,18.462769,Gaint
9.03,2.9,1.15,0.7,A5III,16.34199,Dwarf
10.27,1,1.69,1.232,K1III,15.27,Dwarf
9.12,2.32,0.91,1.16,K3III:,15.947439,Dwarf
7.21,4.6,0.88,1.515,K4/K5III,15.523789,Dwarf
6.37,3.89,0.88,0.083,A2V,14.319748,Gaint
9.78,2.68,1.16,0.683,F5IV/V,16.920673,Gaint
4.53,21.03,0.83,0.233,A8IV,16.144197,Gaint
8.56,2.29,1.06,0.95,K1III+...,15.359179,Dwarf
8.38,2.33,0.74,-0.029,B9V,15.21678,Gaint
8,2.13,0.61,-0.032,B5V,14.641898,Gaint
6.47,26.44,0.76,0.648,G2V,18.581306,Gaint
7.76,50.24,1.52,0.98,K3V,21.26525,Gaint
8.17,2.92,1.03,1.305,K1III,15.496914,Dwarf
7.6,2.85,0.86,1.513,K2/K3III,14.874224,Dwarf
9.36,5.74,1.4,0.498,F3V,18.15456,Gaint
6.14,3.82,0.87,0.019,B8IV/V,14.050318,Gaint
8.93,9.88,1.18,0.607,G2/G3V,18.903786,Gaint
8.15,173.19,1.12,1.487,M1/M2V,24.342613,Gaint
5.79,9.77,0.88,0.876,G8III,15.739473,Dwarf
7.93,9.11,0.99,0.471,F5V,17.727592,Gaint
8.13,4.36,0.75,1.003,G8III,16.327433,Dwarf
7.63,1.2,0.73,1.074,G3/G5III,13.025907,Dwarf
6.7,9.8,0.77,1.038,K0/K1III,16.65613,Dwarf
9.47,6.88,1.68,0.66,G2/G3V,18.657944,Gaint
9.41,3.88,1.6,0.437,F2/F3V,17.354158,Gaint
8.26,2.1,1.01,1.037,K0III,14.871097,Dwarf
7.99,7.41,1.33,0.54,F7V,17.33909,Gaint
6.01,2.13,0.8,1.673,K3III + (G),12.651898,Dwarf
8.38,5.46,1.02,0.999,K0III/IV,17.065964,Gaint
8.36,1.21,1.04,-0.028,B8/B9III,13.773927,Dwarf
8.73,16.98,0.77,0.663,G3V,19.879688,Gaint
8.32,2.34,1.54,1.2,K4III,15.166079,Dwarf
8.91,17.32,0.93,0.659,G5V,20.10274,Gaint
11.29,12.61,8.18,1.369,M0V,21.793575,Gaint
9.94,6.53,2.11,0.641,F3V,19.014565,Gaint
5.03,8.41,0.6,1.335,K3II/IIICNv,14.65398,Dwarf
2.85,31.9,0.87,0.934,G8IIIvar,15.368954,Dwarf
9.02,5.15,1.19,0.261,A1V,17.579037,Gaint
9.21,4.92,0.89,1.022,G8IV,17.669827,Gaint
6.33,8.94,2.79,0.158,A2V,16.086689,Gaint
7.73,4.55,0.9,0.874,G8III,16.020058,Dwarf
7.17,6.78,0.94,0.345,F0III,16.326149,Dwarf
8.32,1.99,0.66,0.058,B6V(n),14.814265,Gaint
8.96,9.53,1.32,0.479,F0V,18.855465,Gaint
8.69,18.12,1.19,0.678,G5V,19.98079,Gaint
6.63,1.97,0.84,-0.019,B9III,13.102331,Dwarf
5.17,18.08,0.9,0.128,A3V,16.455992,Gaint
6.92,3.25,1.37,-0.032,B8III,14.479417,Dwarf
6.69,5.33,0.78,0.908,G8III,15.323637,Dwarf
7.77,3.47,1.05,1.133,K0III,15.471647,Dwarf
8.18,3.02,1.14,1.044,K0III,15.580035,Dwarf
8.88,2.15,1.39,1.189,K2III,15.542192,Dwarf
8.1,1.95,1.14,1.25,K2III,14.550174,Dwarf
7.46,3.26,0.69,1.19,K1III,15.026089,Dwarf
7.07,0.32,0.91,0.179,O9II,9.59575,Dwarf
6.99,6.82,0.82,1.042,K0/K1III,16.15892,Dwarf
8.37,3.25,1.5,0.952,G8III,15.929417,Dwarf
9,13.36,1.59,0.592,G1V,19.629032,Gaint
9.51,5.84,1.53,0.451,F3V,18.342064,Gaint
5.8,2.59,0.49,1.211,G8II,12.866499,Dwarf
8.34,7.52,0.93,0.519,F6V,17.721088,Gaint
7.11,8.99,0.72,0.311,A8V,16.8788,Gaint
6.78,9.34,0.88,0.152,A2V,16.631735,Gaint
6.71,0.05,0.82,0.694,F5Ia,5.2048497,Dwarf
7.88,5.72,0.66,1.056,K0III,16.66698,Dwarf
8.98,15.64,0.96,0.691,G5/G6V,19.951183,Gaint
7.46,2.56,0.89,1.665,M2III,14.5012,Dwarf
7.78,4.36,0.91,1.311,K1/K2III,15.977432,Dwarf
5.59,5.86,0.74,0.971,G8/K0III,14.429488,Dwarf
8.17,2.51,0.61,0.035,B8V,15.168368,Gaint
9.19,9.57,3.81,0.722,G8/K0III+..,19.094559,Dwarf
7.04,2.47,1.23,-0.127,B3V,14.003485,Gaint
7.5,1.47,1.05,0.112,B8II/III,13.336587,Dwarf
7.41,29.78,1.02,0.616,G1/G2V,19.779623,Gaint
7.99,3.78,0.95,0.119,A1V,15.877459,Gaint
9.15,2.72,1.43,0.489,F5V,16.322844,Gaint
8.71,3.66,1.27,1.114,K0III,16.527405,Dwarf
9.19,0.2,1.31,1.238,K1/K2III,10.695149,Dwarf
8.82,3.21,1.78,1.177,G7III,16.352524,Dwarf
7.14,19.33,1.08,0.656,G0V,18.57116,Gaint
6.53,7.4,0.73,0.129,A4IV-V,15.87616,Gaint
8.72,3.66,1.31,1.072,G8/K0III,16.537407,Dwarf
4.82,10.28,0.48,1.179,K2III,14.879965,Dwarf
7.49,2.2,0.66,-0.095,B4V,14.202113,Gaint
8.64,3.71,1.01,0.952,G8III,16.48687,Dwarf
5.88,3.33,0.81,1.507,K5III,13.492222,Dwarf
8.51,7.97,0.73,0.436,F3IV,18.017292,Gaint
6.09,0.24,0.61,0.325,B7Ia,7.9910564,Dwarf
7.42,0.73,0.94,1.692,M0/M1III,11.736614,Dwarf
8.93,0.9,1.19,1.08,G8III,13.701213,Dwarf
8.28,21.26,0.75,0.66,G3V,19.917816,Gaint
8.68,5.71,1.56,0.69,F7IV:+...,17.46318,Gaint
5.89,22.92,0.89,0.602,G0V,17.691072,Gaint
9.31,2.33,1.48,1.379,K3III:,16.14678,Dwarf
7.59,2.37,0.65,-0.046,B4IV,14.463741,Gaint
7.3,3.05,0.78,1.208,K1III,14.721499,Dwarf
9.28,26.35,0.95,0.974,K3V,21.383904,Gaint
7.57,5.23,1.04,-0.038,B9IV/V,16.162508,Gaint
8.49,5.08,1.71,0.426,F3V,17.019318,Gaint
5.98,8.04,1.39,0.645,F4IIIp (Sr),15.506281,Dwarf
8.56,3.58,1.67,1.132,K1IIICN...,16.329416,Dwarf
8.7,2.06,1.02,1.072,K0III,15.269336,Dwarf
8.42,4.7,0.79,0.224,A3IIIm...,16.78049,Dwarf
7.45,5.06,0.91,0.078,A0V,15.970752,Gaint
6.06,9.72,0.57,0.021,A0V,15.998331,Gaint
7.59,4.05,1,1.135,K0III,15.627275,Dwarf
8.4,11.7,1.12,0.486,F5V,18.740929,Gaint
6.94,5.97,0.87,1.012,G8/K0III,15.819872,Dwarf
8.99,3.11,1.07,1.314,G8/K0V,16.453802,Gaint
6.57,3.92,0.91,0.01,A0V,14.53643,Gaint
8.59,4.27,0.7,0.123,B9.5/A0V,16.74214,Gaint
7.56,4.75,0.91,0.013,A0V,15.943468,Gaint
10.07,4.28,1.66,0.498,F3/F5V,18.227219,Gaint
8.91,0.21,1.1,1.123,K0IIICN...,10.521096,Dwarf
9.02,5.48,1.36,0.552,F3V,17.713903,Gaint
9.51,2.73,1.23,0.247,A1IV,16.690815,Gaint
6.67,7.73,0.92,-0.026,B9V,16.110897,Gaint
8.83,1.99,1.19,1.367,K3III,15.3242655,Dwarf
5.98,2.86,0.82,0.881,G0Ib,13.26183,Dwarf
6.46,3.18,0.53,1.573,K5III:,13.972136,Dwarf
6.04,4.43,0.69,0.033,B9.5IV/V,14.272019,Gaint
9,7.34,1.45,0.553,F7/F8V,18.32848,Gaint
8.26,5.12,1.1,0.528,F8V,16.80635,Gaint
8.61,4.61,1.16,1.004,K0III,16.928505,Dwarf
5.3,5.48,0.73,1.535,K5III,13.993903,Dwarf
7.77,6.33,0.84,0.078,A2V,16.77702,Gaint
8.5,12.02,1.23,0.684,G2IV,18.899523,Gaint
8.57,7.79,1.16,0.874,G8/K0V,18.027687,Gaint
7.47,5.01,1.11,1.05,G8III,15.969189,Dwarf
8.97,0.03,0.96,-0.061,B1II,6.3556066,Dwarf
6.32,45.89,0.84,0.624,G5V,19.62859,Gaint
6.85,1.28,0.76,-0.079,B2III,12.386049,Dwarf
9.43,1.06,1.11,0.755,K5/M0III,14.55653,Dwarf
6.93,7.65,0.6,-0.034,B9.5V,16.348307,Gaint
5.78,8.79,0.71,1.008,K0III,15.499945,Dwarf
7.98,4.9,0.97,0.939,G6III,16.43098,Dwarf
9.14,6.78,0.76,0.538,F6/F7V,18.29615,Gaint
3.97,15.17,0.88,1.132,K0III,14.8749275,Dwarf
6.73,6.86,0.78,0.931,G8III-IV,15.911621,Gaint
6.82,2.82,0.74,1.273,G8/K0III,14.071245,Dwarf
8.94,4.31,0.86,1.1,K0III,17.112385,Dwarf
8.4,0.54,1.42,1.5,M0III,12.061968,Dwarf
7.62,21.12,0.78,0.632,G2V,19.24347,Gaint
7.93,2.7,0.93,1.317,K2III,15.086819,Dwarf
8.12,10.36,0.69,0.45,F5IV,18.1968,Gaint
8.53,4.23,1.19,0.552,F5V,16.661701,Gaint
9.41,8.55,1.68,0.618,G1V,19.06983,Gaint
8.87,6.22,2.43,0.505,F5V,17.838951,Gaint
7.01,1.09,0.93,1.235,K1IIICN...,12.197132,Dwarf
1.25,9.25,0.61,-0.238,B0.5III,11.0807085,Dwarf
7.92,7.71,1.44,0.9,G8III/IV,17.355272,Gaint
9.07,2.69,1.22,0.861,G8III/IV,16.218761,Gaint
7.06,3,0.8,1.598,M1III,14.445606,Dwarf
8.71,-1.4,1.17,0.704,B3Ia,14.44064,Dwarf
8,1.33,0.77,-0.098,B5V,13.619259,Gaint
8.09,4.52,0.96,0.085,A1/A2V,16.365692,Gaint
8.47,4.9,2.79,0.915,K1III+...,16.92098,Dwarf
7.54,4.39,0.98,0.946,G8III,15.752322,Dwarf
9.92,5.22,1.76,0.738,F3/F5V,18.508352,Gaint
9.1,4.38,0.87,0.935,K0III,17.307371,Dwarf
6.44,15.88,0.75,0.351,F2V,17.444252,Gaint
8.76,5.85,1.2,0.52,F3V,17.59578,Gaint
7.54,9.25,0.89,0.172,A3IV/V,17.370708,Gaint
7.44,12.21,0.85,0.448,F5V,17.873579,Gaint
8.85,2.03,1,1.187,K1III,15.387481,Dwarf
6.27,2.39,0.81,1.658,K5III,13.161989,Dwarf
7.85,1.69,0.84,0.749,F8/G0II,13.989433,Dwarf
8.03,5.76,0.96,0.078,A0V,16.832111,Gaint
8.34,8.86,0.73,1.075,K1III/IV,18.077168,Gaint
4.44,1.74,0.52,1.59,K4III,10.642746,Dwarf
7.62,7.44,9.39,0.1,B9II/III,16.977863,Dwarf
6,2.96,0.52,1.618,K5III:,13.356459,Dwarf
8.17,0.12,0.87,1.183,K1II,8.565907,Dwarf
9.61,7.64,1.02,0.639,G2/G3V,19.025467,Gaint
10.5,8.39,2.17,0.736,G6V,20.118809,Gaint
6.05,18.31,0.95,0.469,F7V,17.363441,Gaint
8.65,1.67,1.11,1.303,K2III,14.763582,Dwarf
8.92,1.35,0.93,0.03,A0V,14.571669,Gaint
7.98,13.22,0.88,0.491,F5V,18.586157,Gaint
8.6,4.47,1.32,1.101,K0III,16.851538,Dwarf
8.7,1.83,1.39,1.07,G8III/IV,15.012256,Gaint
7.97,2.6,0.93,-0.124,B3V,15.044867,Gaint
7.13,2.96,0.84,1.304,K0II,14.486459,Dwarf
7.5,5.83,1.19,1.23,K0III,16.328342,Dwarf
9.46,8.9,1.45,0.656,G2V,19.206951,Gaint
9.77,6.98,1.34,0.434,F3V,18.989277,Gaint
7.26,3.14,0.87,1.214,K1III,14.744648,Dwarf
8.15,2.27,0.94,1.528,K4/K5III,14.930128,Dwarf
7.83,1.57,1.04,1.572,K3III,13.809499,Dwarf
7.88,8.98,0.79,0.25,A3II/III,17.646381,Dwarf
7.14,3.5,0.78,-0.078,B9IIw,14.86034,Dwarf
9.43,0.62,2.35,0.65,A4III,13.391958,Dwarf
8.48,2.25,1.14,1.589,M2/M3III,15.2409115,Dwarf
8.24,3.54,0.94,1.621,M1/M2III,15.985016,Dwarf
8.3,7.73,0.97,0.481,F8V,17.740898,Gaint
8.64,3.72,1.09,1.11,K0III-IV,16.492714,Gaint
8.34,1.16,1.06,1.142,K1IIICN...,13.662291,Dwarf
6.84,15.01,0.68,0.489,F5V,17.721903,Gaint
8.98,9.33,1.23,0.478,F5V,18.829407,Gaint
6.19,8.11,0.77,1.041,G9III:,15.7351055,Dwarf
9.85,4.99,2.26,0.52,F3/F5V,18.340504,Gaint
7.7,3.82,1.25,1.583,M2III,15.610317,Dwarf
7.07,4.07,0.69,1.016,K0III,15.117971,Dwarf
8.69,8.22,0.9,0.811,G8IV,18.264359,Gaint
9.21,7.87,1.12,0.423,F5V,18.689873,Gaint
7.35,0.32,1.05,-0.136,B2IV-V,9.87575,Gaint
9.17,3.06,0.98,1.129,K0III,16.598606,Dwarf
8.76,-0.69,1.36,1.571,K3III,12.954246,Dwarf
8.94,7.01,0.93,0.49,F5V,18.16859,Gaint
7.83,4.19,0.94,1.072,K0III,15.941071,Dwarf
4,7.47,1.11,0.076,B2IV,13.366603,Gaint
8.56,20.43,1.09,0.606,G0V,20.111343,Gaint
8.01,11.86,0.75,0.8,G8IV,18.380424,Gaint
8.61,2.78,1.2,1.367,K3III,15.830224,Dwarf
7.29,0.99,0.81,1.538,K4III,12.268176,Dwarf
7.01,2.61,0.89,-0.077,O9.5V:n...,14.093203,Gaint
9.27,1.78,1.04,1.446,K4/K5III,15.5221,Dwarf
9.48,5.38,1.76,0.673,G3V,18.133911,Gaint
9.84,26.49,1.98,1.148,K7V,21.95541,Gaint
9.61,1.71,1.44,1.16,K2III,15.774981,Dwarf
8.67,0.82,1.27,0.031,B6II/III,13.239069,Dwarf
8.82,14.94,1.55,0.68,G2III,19.691753,Dwarf
6.9,5.36,0.76,0.07,A2/A3V,15.545824,Gaint
8.22,3.59,1.12,1.142,K0III,15.995473,Dwarf
6.63,13.55,0.49,0.147,A0/A1V,17.289696,Gaint
8.98,5.03,1.34,0.455,F5V + F5V,17.487839,Gaint
9.31,10.98,0.84,0.54,F8/G0V,19.513012,Gaint
7.56,16.85,0.93,0.466,F5V,18.692999,Gaint
7.54,9.62,1.07,0.336,F2V,17.455875,Gaint
8.49,12.63,1.16,0.571,F8/G0V,18.997017,Gaint
4.38,7.86,1.11,-0.008,A1V,13.857113,Gaint
8.61,1.23,1.29,1.16,K1/K2III,14.0595255,Dwarf
7.46,3.65,0.89,1.176,K0III,15.271465,Dwarf
7.96,4.2,1.45,-0.1,A5V,16.076246,Gaint
4.24,6.17,0.6,-0.136,B5IV,13.191425,Gaint
8.8,7.42,0.76,0.454,F3V,18.15202,Gaint
8.28,10.49,1.07,0.94,K0IV/V,18.383877,Gaint
8.5,2.21,0.76,1.265,K1/K2III,15.221962,Dwarf
5.65,1.88,0.52,1.273,G8Ib,12.02079,Dwarf
9.01,10.82,1.04,0.637,G3V,19.181137,Gaint
8.14,1.66,1,1.18,K0III,14.2405405,Dwarf
9.2,27.79,1.47,0.92,K2V,21.419443,Gaint
8.37,10.28,1.91,0.572,G0V,18.429966,Gaint
7.1,4.75,0.93,-0.042,B9V,15.483469,Gaint
8.16,8.7,1.2,0.458,F4V,17.857595,Gaint
8.21,1.36,0.99,1.127,K1III,13.877695,Dwarf
7.52,4.99,0.86,1.035,K0III,16.010504,Dwarf
9.34,1.59,0.9,1.49,M3III,15.346986,Dwarf
4.22,7.94,0.83,-0.184,B2.5Vn,13.719103,Gaint
6.5,4.17,0.63,-0.107,B3V,14.60068,Gaint
7.22,1.68,0.6,1.39,K3III,13.346546,Dwarf
8.23,8.24,1.01,0.616,G2V,17.809635,Gaint
9.47,1.75,1.58,1.04,K0III,15.68519,Dwarf
8.57,1.48,1.03,1.032,K0/K1III,14.4213085,Dwarf
8.62,3.58,1.74,0.841,G8/K0IV,16.389416,Gaint
9.11,0.52,1.38,-0.034,B7/B8II,12.690016,Dwarf
9.08,6.53,1.26,0.315,A9IV/V,18.154566,Gaint
7.8,0.67,0.89,0.467,F2II,11.930374,Dwarf
9.3,4.84,1.39,0.521,F5V,17.724228,Gaint
8.32,2.21,1.65,1.096,G6IV,15.041962,Gaint
5.89,39.26,0.56,0.564,G1V,18.85975,Gaint
5.01,12.14,1.17,0.222,A9IV,15.431094,Gaint
6.94,-0.31,0.84,0.003,B0IV,9.396809,Gaint
8.3,2,1.22,1.655,M2III,14.805151,Dwarf
7.21,27.01,0.71,0.557,G0V,19.367622,Gaint
7.69,10.57,1.23,0.546,F7V,17.810375,Gaint
7.64,4.21,0.71,0.06,A0V,15.76141,Gaint
6.48,1.38,0.57,1.375,K2IIp,12.179396,Dwarf
8.9,-0.12,2.04,0.523,F5 + (K)III,9.295906,Dwarf
9.1,3.15,1.36,0.831,G8/K0III,16.591553,Dwarf
5.69,15.25,0.76,0.037,A0/A1V,16.60635,Gaint
7.07,2.34,0.91,1.434,K2III,13.9160795,Dwarf
7.91,5.53,0.62,0.314,F0III/IV,16.623627,Gaint
7.51,10.33,1.02,0.287,A7V,17.580502,Gaint
6.77,5.46,0.93,0.169,A6Vn,15.455963,Gaint
6.77,10.34,0.74,0.173,A2V,16.842604,Gaint
8.16,2.89,1.05,1.116,K0IIICN...,15.464489,Dwarf
8.39,0.51,1,0.093,B2IV,11.927851,Gaint
8.73,3.16,1.28,1.482,K3III,16.228436,Dwarf
6.3,2.39,0.5,-0.05,B8III,13.19199,Dwarf
4.39,3.31,0.77,-0.157,B0IV...,11.98914,Gaint
7.9,11.16,1.12,0.21,A3III,18.13832,Dwarf
8.05,6.41,0.97,0.141,A0III...,17.08429,Dwarf
8.78,2.01,1.57,0.192,B0II,15.29598,Dwarf
2.58,2.54,0.72,0.211,F0Ib,9.604168,Dwarf
9.03,5.51,1.42,0.991,G8III,17.735758,Dwarf
9.56,1.66,1.31,0.28,B5IV,15.660541,Gaint
6.11,6.65,0.52,0.265,A7IV,15.224108,Gaint
8.51,0.58,1.06,0.616,B3Ia,12.32714,Dwarf
6.33,25.24,0.5,0.437,F4V,18.340446,Gaint
8.4,4.44,1.35,1.153,K1III,16.636913,Dwarf
6.17,9.76,0.94,0.924,G8III/IV,16.117249,Gaint
8.59,0.62,0.93,1.275,K0/K1III,12.551958,Dwarf
7.52,2.61,0.65,1.479,K4III,14.603203,Dwarf
8.05,1.11,1.21,0.138,B6/B7III,13.276615,Dwarf
8.73,1.11,0.72,0.186,A1IV,13.9566145,Gaint
7.85,2.15,1,1.02,K0III,14.512192,Dwarf
8.67,1.7,1.36,1.311,K0III,14.822245,Dwarf
7.8,2.79,0.99,1.623,K4III,15.028021,Dwarf
8.97,0.95,1.3,1.04,G8III,13.858618,Dwarf
8.18,4.07,1.05,0.506,F6II,16.227972,Dwarf
6.7,3.63,0.85,1.46,K3/K4III,14.499534,Dwarf
7.68,7.03,0.85,0.105,A1IV,16.914776,Gaint
9.14,0.97,1.23,0.07,A0V,14.073859,Gaint
8.73,2.12,0.93,1.025,K0III,15.361679,Dwarf
5.8,5.22,0.63,0.517,K0III+...,14.388352,Dwarf
8.86,12.38,1.18,0.719,G6V,19.3236,Gaint
4.73,6.34,0.78,1.593,K5III,13.740446,Dwarf
8.44,2.43,1.29,1.064,K0III,15.368031,Dwarf
9.92,0.46,1.33,0.54,B1V,13.233789,Gaint
5.78,10.25,0.67,0.136,A3IV/V,15.83362,Gaint
10.15,2.9,1.69,1.111,K2III,17.46199,Dwarf
8.22,5.59,0.7,0.436,F3III,16.95706,Dwarf
9.58,26.25,4.28,1.025,K2V,21.675648,Gaint
8.87,0.1,0.98,1.51,K2/K3III:,8.87,Dwarf
8.33,2.19,1.17,1.107,K0III,15.032221,Dwarf
8.09,8.42,0.97,0.426,F3V,17.71656,Gaint
8.73,1.37,0.99,0.006,B7Vn,14.413603,Gaint
7.57,3.06,0.8,1.664,M1II/III,14.998608,Dwarf
7.73,3.48,0.99,0.979,G8III,15.437897,Dwarf
7.11,0.41,0.83,0.738,F3Ib,10.17392,Dwarf
7.59,1.43,0.75,-0.037,B2Vne,13.36668,Gaint
6.57,8.21,0.79,0.139,A4Vn,16.141716,Gaint
6.72,4.74,0.83,0.998,G8III,15.098892,Dwarf
8.14,7.41,1.06,0.979,K0IV,17.48909,Gaint
8.79,-0.95,1.27,0.376,B1V:e,13.6786175,Gaint
6.8,6.53,0.93,1.421,K2III,15.874566,Dwarf
8.55,-0.47,1.07,0.931,G8II/III,11.91049,Dwarf
7.09,16.66,0.84,0.418,F3/F5IV/V,18.198376,Gaint
4.42,2.07,0.59,-0.17,B3III,10.999851,Dwarf
8.18,5.17,0.98,0.67,F8/G0IV,16.747452,Gaint
9.61,5.83,1.54,0.581,F5V,18.438343,Gaint
8.89,90.17,1.37,1.424,K5/M0V,23.66531,Gaint
7.92,3.56,1.05,0.132,A2IV,15.67725,Gaint
9.58,2.19,1.53,1.476,K3III:,16.28222,Dwarf
8.4,5.11,0.99,0.23,A5V,16.942104,Gaint
7.55,1.09,0.64,-0.094,B5V:,12.737133,Gaint
8.72,1.6,1.91,0.302,B8III,14.740601,Dwarf
8.24,4.98,1.39,0.306,A3V,16.726147,Gaint
8.78,-0.05,1.29,1.011,G6III,7.2748494,Dwarf
8.81,0.52,0.84,1.004,K0III,12.390017,Dwarf
5.76,8.64,0.73,1.106,K1III,15.442569,Dwarf
11.96,14.22,3.28,1.253,K7V:,22.724499,Gaint
6.62,6.4,0.62,1.174,K2/K3III,15.6509,Dwarf
9.07,6.14,1.12,0.47,F5V,18.010841,Gaint
6.68,6.95,0.85,1.051,K0III,15.889923,Dwarf
8.31,10.99,1.04,0.466,F3V,18.514988,Gaint
9.69,19.37,0.9,0.913,K1/K2V:,21.125648,Gaint
9.33,8.25,1.22,0.676,G6V,18.91227,Gaint
8.24,1.6,1.38,1.19,B1.5Ia comp,14.2606,Dwarf
8.23,4.72,1.03,1.161,K0III,16.599709,Dwarf
6.77,3.96,0.59,1.68,K4III,14.758476,Dwarf
7.45,4.48,0.9,1.028,K0III,15.706389,Dwarf
6.22,2.93,0.58,1.571,K4III,13.554338,Dwarf
8.45,3.66,0.75,1.178,K1IIICN...,16.267406,Dwarf
9,3.6,0.79,1.034,G6/G8III,16.781513,Dwarf
8.29,2.63,0.93,1.04,K0III,15.389778,Dwarf
8.95,6.53,0.91,0.461,F3IV/V,18.024567,Gaint
7.28,4.08,0.69,0.187,A6V,15.333302,Gaint
9.07,6.89,1.56,0.597,G1V,18.261095,Gaint
7.51,15.12,1.09,0.413,F2V,18.40776,Gaint
8.69,1.93,1.36,2.102,M2Ib,15.117786,Dwarf
8.25,5.71,1.01,0.364,F0IV,17.03318,Gaint
8.44,8.65,0.69,0.856,G8IV/V,18.12508,Gaint
8.73,4.96,1.18,1.156,G8V,17.207409,Gaint
8.48,7.17,1.05,0.972,K0/K1III,17.757595,Dwarf
6.44,4.2,0.66,1.07,G8III,14.556246,Dwarf
9.18,10.83,0.9,0.705,G3V,19.353142,Gaint
